username,screenname,created_at,tweet_text,sentiment
Chip and Company,chipandcompany,2019-11-04 13:38:14,adidas x Star Wars Collaboration is coming! #starwars #disney #adidas #lightsaver #riseofskywalker ,Negatif
SSBA,sk8shoesba,2019-11-04 13:37:26,Adidas Skateboarding 3ST.004 #adidasskateboarding #adidasskate #awaydays #adidas3st004 #adidas3st004 #  ,Neutral
Sergio,SergioCalle_,2019-11-04 13:35:04,"#Sudadera Core18 Hoody Sweatshirt, Hombre, Azul (Azul/Blanco), XL de #adidas ",Neutral
💯% “ᗩᗪIᗪᗩᔕ ᖴETIᔕᕼ”,AdidasFetish,2019-11-04 13:28:28," A pair that has eluded me for so long, and finally today is the day!! Buzzing and 8 days off after today s late shift! Happ ",Neutral
a knife in Afrikaans.,ZanovuyoDingaan,2019-11-04 13:21:46, Adidas Samba Inspired by Freddie Mercury #adidasoriginals #adidas  Styling:  Photography :  Edits:  ,Positif
Adiel,Adiel0821,2019-11-04 13:17:33," Buy More Save More on #adidas US. $20 off $100, $50 off $175, $100 off $300. Use code BMSM19 in cart. SHOP  ",Positif
yhu,phiwotjie,2019-11-04 13:15:53, Adidas Samba Inspired by Freddie Mercury #adidasoriginals #adidas  Styling:  Photography :  Edits:  ,Positif
SNEAKERSTOWN,sneakerstown,2019-11-04 13:15:17," ADIDAS POD-S3.1 

Code #POD Live - The ultimate shop for #sneakers  ",Neutral
El_santimario,El_santimario,2019-11-04 13:14:34,AUTUMN #adidas #yung1 #adidasyung1 #sizebirmingham #adidasxsizeofficial #jkdn #sneakerfreaker #sneakerfreakermag ,Neutral
ᵉˡⁱᵒʳᵃ,liinda_m_,2019-11-04 13:12:14, Adidas Samba Inspired by Freddie Mercury #adidasoriginals #adidas  Styling:  Photography :  Edits:  ,Positif
gixr,edwin43221534,2019-11-04 13:11:53," Buy More Save More on #adidas US. $20 off $100, $50 off $175, $100 off $300. Use code BMSM19 in cart. SHOP  ",Positif
Cebo🌵,Cebooh_nom,2019-11-04 13:11:45, Adidas Samba Inspired by Freddie Mercury #adidasoriginals #adidas  Styling:  Photography :  Edits:  ,Positif
Debbie Woodruff,CoachDebbieRuns,2019-11-04 13:11:01,"#ad Holiday shopping can be exhausting and stressful. Here are some tips to help you stay comfy, fashionable, and s ",Negatif
Jennifer chouinard,fafajc,2019-11-04 13:10:01,So good I had to share! Check out all the items I'm loving on from #poshmark #fashion ,Positif
Kay Pratt,Kaylifa,2019-11-04 13:09:30,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset ,Positif
Jeana Pearce,pearce_jeana,2019-11-04 13:09:15,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset ,Positif
Kim Thea,KimThea88931556,2019-11-04 13:08:52,So good I had to share! Check out all the items I'm loving on from #poshmark #fashion ,Positif
INAS,nosahanna1,2019-11-04 13:08:45,So good I had to share! Check out all the items I'm loving on from #poshmark ,Positif
Noah Zoldan,NoahZoldan,2019-11-04 13:08:04," Buy More Save More on #adidas US. $20 off $100, $50 off $175, $100 off $300. Use code BMSM19 in cart. SHOP  ",Positif
Alex David Moreira,admoreirap,2019-11-04 13:04:28, Drum Lasers. #Repost  #VF15 #vicfirth #meinl #meinlcymbals #remo #teamremo #dwdrums #roland #adidas #ad ,Neutral
Cat Daddy,Richdatdude,2019-11-04 13:01:58, adidas LXCON available now online at Bodega - #adidas #footwear #bodega ,Neutral
BODEGA,bodega,2019-11-04 13:01:12,adidas LXCON available now online at Bodega - #adidas #footwear #bodega ,Neutral
Prime Buy,theprimebuy,2019-11-04 13:01:01, adidas Kids' CF Racer TR K Sneaker  $50 (-50% discount)  #adidas  ,Neutral
adidas alerts,adidasalerts,2019-11-04 13:00:01,"Buy More Save More on #adidas US. $20 off $100, $50 off $175, $100 off $300. Use code BMSM19 in cart. SHOP ",Positif
Andrew Mkize Photography,MkizeAndrew,2019-11-04 12:58:04, Adidas Samba Inspired by Freddie Mercury #adidasoriginals #adidas  Styling:  Photography :  Edits:  ,Positif
William G. Manning,WilliamGManning,2019-11-04 12:57:04,#Adidas #Yeezy #YeezyBoost: Adidas Yeezy 950 M Pirate Black Sz 9 AQ4831 - Boost 350 750 700 Moonrock Peyote ,Positif
Rich Carlson,RichCarlson60,2019-11-04 12:54:47, Drum Lasers. #Repost  #VF15 #vicfirth #meinl #meinlcymbals #remo #teamremo #dwdrums #roland #adidas #ad ,Neutral
A$AP Willi 🍉 // watchtheboyshine_ ⚡,KamoWilliams_,2019-11-04 12:51:02, Adidas Samba Inspired by Freddie Mercury #adidasoriginals #adidas  Styling:  Photography :  Edits:  ,Positif
Lvlup Together,lvl_up_together,2019-11-04 12:50:47,Sometimes you look down at your shoes and ponder #mondaythoughts #MondayVibes #adidas #thoughts #MondayMood ,Neutral
Rêve Noïr LSB,revenoirlsb,2019-11-04 12:49:27, x  x adidas collection drops this week in stores and online ... Juve soccer fans have been  ,Neutral
UniqueDragoon36,RyallTopdog630,2019-11-04 12:49:05, VERY very VERY limited sizes remain Get yours before it s too late!!!  Link     #JazzNation #A ,Negatif
Kaddy (MUZI STAN ACCOUNT),KaddylacRadio,2019-11-04 12:46:08, Adidas Samba Inspired by Freddie Mercury #adidasoriginals #adidas  Styling:  Photography :  Edits:  ,Positif
JazzNation,JazzNationNews,2019-11-04 12:45:33,VERY very VERY limited sizes remain Get yours before it s too late!!!  Link ,Negatif
Sh3gotgame,Sh3gotgame1,2019-11-04 12:44:50,Tag a teammate you could never cut off? #GirlsBasketball #wnba #basketballneverstops #ballislife ,Positif
sugarbaby,KozoZwane,2019-11-04 12:43:03,Adidas Samba Inspired by Freddie Mercury #adidasoriginals #adidas  Styling:  Photography :  Edi ,Positif
Super Deals,SuperDealsite,2019-11-04 12:39:59," Check this before price goes up! Nike Men's Flex Running Shoe for as low as $25.95, retail $159!   ",Negatif
Hanef Alwi,hanefalwi,2019-11-04 12:39:43,Under Repair until january 2020 #kakijersi #kakijersidotcom #perak #perakdarulridzuan #thebosgaurus #adidas ,Neutral
Jela,jela9ja,2019-11-04 12:39:30," Check this before price goes up! Nike Men's Flex Running Shoe for as low as $25.95, retail $159!   ",Negatif
Mike Pavlichko,MikePavlichko,2019-11-04 12:32:59,"Getting ready for the season, found this bad boy... That's a keeper! Scarf circa 1998?    ",Negatif
JGould EncoreTrading,LchNsMnstr,2019-11-04 12:28:11,Check out Adidas PCI 789002 ART C76559 #110364558 2S4FDD 1000399 Shoes Size 11 #ebay ,Neutral
Nature Love Style,NatureLoveStyle,2019-11-04 12:27:59,#menfashion #jackets #hoodies #Alexanderwang #adidas originals by aw wangbody #hoodie - #ShopNow! ,Neutral
SleekDeals,SleekDeals,2019-11-04 12:25:05," Check this before price goes up! Nike Men's Flex Running Shoe for as low as $25.95, retail $159!  ",Negatif
Linda Severino,redsomcom,2019-11-04 12:22:51,#Adidas #AEG #Biocouture #homedecor The Next Black: The Future of Clothing and Technology,Neutral
timmyt,mdskippy,2019-11-04 12:21:06,So good I had to share! Check out all the items I'm loving on from #poshmark #fashion ,Positif
Laura G.,LauraG21334756,2019-11-04 12:20:57,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset ,Positif
Jennafer Jeppsen,Jennaferj1,2019-11-04 12:19:44,So good I had to share! Check out all the items I'm loving on from #poshmark #fashion ,Positif
Michael Dilley,michaeldilley,2019-11-04 12:19:10,The winter kicks have arrived! #adidas #ultraboost #ultraboost19 #trainers #sneakers #sneakerhead ,Neutral
Tony 🐯💎,_omgitstony,2019-11-04 12:18:26,So good I had to share! Check out all the items I'm loving on from #poshmark #fashion ,Positif
Tienda Kilroy,tiendakilroy,2019-11-04 12:05:11, Gif set blanco y negro ( + ) #adidas #TiendaKilroy ,Neutral
Bella Henschke,BellaHenschke,2019-11-04 12:03:27,#Yeezy #Adidas: Yeezy Boost 350 V2 Cloud Reflective READ DESCRIPTION  size 11.5 FREE SHIPPING  ,Positif
80s Casual Classics,casualclassics,2019-11-04 12:01:23,Every day best seller from 80s Casual Classics - the Black Out Gazelle crafted from a mix of fine suede and leather ,Positif
McKeever Teamwear Leinster,shackettsales,2019-11-04 12:01:18, Omagh CBS pupils rocking their new adidas Tiro Warm Tops in The San Siro on a recent school trip  #schooltrip #adidas #tea ,Positif
Golfbase,GolfBaseUK,2019-11-04 12:01:17,Monday Movers See what is flying this week with our Monday Movers - Shop NOW &gt;&gt;&gt; ,Neutral
Foot World UK,FootWorldUK,2019-11-04 12:01:12,A few images of Heat on Feet at the latest sneaker convention in London #Excel #London #Yeezy #Jordan #JordanOG ,Neutral
BBoy Laces,BBoyLaces,2019-11-04 12:01:11,"Reposting : ... ""Adidas Superstar 80s TR in Night Cargo with 20mm Red  (BZ0567)  #teamshelltoe  ",Neutral
GetDuds 👕,get_duds,2019-11-04 11:59:26,New Product #Adidas LS 2 Lace #Sneakers - Adidas LS 2 ... #Mens #BasketballShoes ,Neutral
GetDuds 👕,get_duds,2019-11-04 11:58:11,New Product #Adidas Vol 3 Sneakers - Adidas Vol 3 ... #Mens #BasketballShoes #Basketball ,Neutral
Vic Rawson,ALL_Muur_Ra_Ka,2019-11-04 11:52:38,I was on my #adidas shit. Go listen to the album #NWA ,Negatif
Angela Cato,AngelaCato,2019-11-04 11:50:09,Check out Adidas Go To Tee T-shirt USA America World Soccer Graphic Logo XL #ebay  ,Neutral
Intelligent Labor,intellabor,2019-11-04 11:50:03,Zen and the Art of Disassembly mill_e_wah_que  #ILAM #intelligentlabor #intelligentlaborandmoving ,Neutral
gudang sepatu bdg,fahrul1012,2019-11-04 11:47:06,converse low black/grey 110.k invite 313f90bd open order macam2 #sepatu #nike #adidas #boots #handmade #vans  ,Negatif
Anugrah dewantara,Mas_Anugrahh,2019-11-04 11:45:19, So good I had to share! Check out all the items I'm loving on  #poshmark #fashion #style #shopmycloset #christi ,Positif
Wendel Lopez,wendelopez,2019-11-04 11:41:17,#adidas water for sale ,Neutral
FastSoleUK,FastSoleUK,2019-11-04 11:37:24,atmos Making Another Collaboration With adidas NMD R1 To Give OG A New Look!! #adidas ,Neutral
Mahlangu,Iam_Sfiso,2019-11-04 11:36:22, It's soccer season and we have all the gear you need! Get the Adidas Goletto VI FG now at selected Tekkie Town stores for ,Neutral
Hannah Pitts,HannahP67018441,2019-11-04 11:33:02,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset ,Positif
Velocity India,VelocityIndia1,2019-11-04 11:32:51,#Adidas celebrated CEI (Founder s Day)across #82location in India . #Activity managed &amp; executed by #VelocityIndia ,Positif
Leiza Crezee,LeizaCrezee,2019-11-04 11:30:19,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset ,Positif
Kim Clemente,kimmyposh603,2019-11-04 11:29:56,So good I had to share! Check out all the items I'm loving on from #poshmark #fashion ,Positif
Heavenlyhelp,Heavenlyhelp2,2019-11-04 11:28:45,So good I had to share! Check out all the items I'm loving on from #poshmark #fashion ,Positif
Ludovic K.,NL_DoubleZ,2019-11-04 11:22:37, Blender is for Freelancer and Hobbyist. #b3d #adidas #barnstormvfx #ubisoft #embarkstudios  ,Positif
BigFatSnareDrum,BigFatSnareDrum,2019-11-04 11:22:07,Drum Lasers. #Repost #VF15 #vicfirth #meinl #meinlcymbals #remo #teamremo #dwdrums #roland #adidas  ,Neutral
TekkieTown,TekkieTown,2019-11-04 11:15:04,It's soccer season and we have all the gear you need! Get the Adidas Goletto VI FG now at selected Tekkie Town sto ,Neutral
A.Le.81,ALeonardi81,2019-11-04 11:07:04,Official Release Date Juventus x Adidas x Palace Collection will be released on 8th November     ,Neutral
Jacleen_Enterprises,Jacleen_EntLLC,2019-11-04 10:58:58,Check out Adidas Los Angeles Lakers NBA Basketball Jersey Kobe Bryant #24 Youth Med 10-12 #adidas via ,Neutral
William G. Manning,WilliamGManning,2019-11-04 10:57:03,#Adidas #Yeezy #YeezyBoost: Adidas Yeezy 750 Boost Kanye West Light Grey Gum Sole Suede Glow Sz 8.5 9 42 ,Positif
Spudz Zone,SpudzZone,2019-11-04 10:55:17,Check out NBA Jason Kidd Dallas NY Knicks # Replica Jersey XXL Adidas New Condition #adidas via ,Neutral
Foot District,FootDistrict,2019-11-04 10:52:56,"Italian fashion house known for its colorful knitwear designs, has teamed up with for a collab col ",Neutral
Brrrrrr!,DaReal_iRockKid,2019-11-04 10:52:35, Some say Killa &amp;  are like  &amp;  . all I Know is #Worra is  #Worra Download link in bio #newmusi ,Positif
sportsultima.com,sportsultima,2019-11-04 10:51:07,adidas AFC Ajax 2019/20 Away Kit &amp; Training Wear 2019/20 in stock now #adidas #Eredivisie ,Neutral
Spudz Zone,SpudzZone,2019-11-04 10:49:02,Check out NBA Jason Kidd Dallas NY Knicks # Replica Jersey XXL Adidas New Condition #adidas via ,Neutral
AmuchichiWalktotheDoor,amuchichi,2019-11-04 10:46:49, This could be us but you are afraid of me lol #bleachedsoda #payme #nike #twitter #instagood ,Positif
Jenna Turner,jenzorose,2019-11-04 10:43:19,It ended up becoming a hike! In my squeaky clean Stan Smith shoes! Im so sorry shoes! So sorry! #adidas #hiking  ,Positif
Wendel Lopez,wendelopez,2019-11-04 10:42:51,#adidas water for sale ,Neutral
Duncan Sodala,theholstarmusic,2019-11-04 10:22:01, Some say Killa &amp;  are like  &amp;  . all I Know is #Worra is  #Worra Download link in bio #newmusi ,Positif
Ⱳҽíɾժ líեեƖҽ ⱭƖíҽղ,WLALIEN,2019-11-04 10:21:05, Some say Killa &amp;  are like  &amp;  . all I Know is #Worra is  #Worra Download link in bio #newmusi ,Positif
КILLΛ 🐐🇿🇲,Killa_SoGood,2019-11-04 10:19:07,Some say Killa &amp; are like &amp; . all I Know is #Worra is  #Worra Download link in bio ,Positif
Retro Soles,RetroSolesUK,2019-11-04 10:14:00,Stunners pal /// on my wish list just going for silly money thou #adidas #berlin #solebox ,Positif
James Penty,JamesPenty,2019-11-04 10:12:32,"A pair that has eluded me for so long, and finally today is the day!! Buzzing and 8 days off after today s late shi ",Neutral
Norton_Kenobi,NortonR3,2019-11-04 10:04:49,Hello Thailand! New models of adidas in a galaxy no so far away...more information on seekofficialth! #thailand ,Negatif
Bella Henschke,BellaHenschke,2019-11-04 10:03:28,#Adidas #Yeezy: Adidas Yeezy Boost 350 V2 Citrin Size 10 via  ,Positif
theGAAstore.com,theGAAstore,2019-11-04 10:00:48,Omagh CBS pupils rocking their new adidas Tiro Warm Tops in The San Siro on a recent school trip #schooltrip ,Positif
kareemslick,kareemslick,2019-11-04 09:55:31, Any idea when the #WinterClassic Jersey drops for the #DallasStars ,Neutral
Brenda Kay Norsworthy,brendakay0827,2019-11-04 09:52:42,Check out MEN'S RED ADIDAS ORIGINALS TREFOIL/ CONVERSE WHITE BASIC TEE SHIRTS SIZES XL #adidas via ,Neutral
Santosh Patil,SantyaGamatics,2019-11-04 09:51:44," Gamatics has rolled out a new fitness and reward plan, a fitness revolution program called Pledge to fitness this winter wi ",Positif
🍒  T.  Y.  🍒,mkphillips6,2019-11-04 09:51:41, Price reduced on #adidas US. adidas #UltraBOOST19. Retail $180. Now $108 shipped.  &gt;  #ad  ,Neutral
Gamatics India,Gamatics,2019-11-04 09:51:24," Gamatics has rolled out a new fitness and reward plan, a fitness revolution program called Pledge to fitness this winter wi ",Positif
edme.co,edme_official,2019-11-04 09:50:43,Adidas Neo City Racer Navy Silver Available size: 40 - 44  Price : 300.000  Made in Indonesia Brand New With Box ,Neutral
Innana Ishtar,CelestialD5,2019-11-04 09:43:05,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset ,Positif
Loiseykicksrocks,Loiseykicksrock,2019-11-04 09:42:59,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset ,Positif
Crystal Rose,CbestJewelry,2019-11-04 09:42:05,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset ,Positif
Yessenia H. 🌻,Florryessenia,2019-11-04 09:41:15,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset ,Positif
Angie Presas,posh_mytinymark,2019-11-04 09:41:06,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset ,Positif
Edward J. Lawrence,eddierichboy,2019-11-04 09:40:19,I ll be in the states i need all the support i can get #Hollywood #adidas #LGBTQtakeover #LGBTQoftwitter ,Positif
Kimi G,kgsuns,2019-11-04 09:39:14,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset ,Positif
shop.twoheartsboutique,2heartsbout,2019-11-04 09:39:11,So good I had to share! Check out all the items I'm loving on from #poshmark #fashion ,Positif
Kari Hubert,HubertKari,2019-11-04 09:39:07,So good I had to share! Check out all the items I'm loving on from #poshmark #fashion ,Positif
Ashley Sifers,rookieabs,2019-11-04 09:37:53,So good I had to share! Check out all the items I'm loving on from #poshmark #fashion #style ,Positif
Udy,clauve17,2019-11-04 09:37:19,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset ,Positif
J.Dizzle ♒,queendionn,2019-11-04 09:37:00,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset ,Positif
KAREN TROUT,BRITLOVA18,2019-11-04 09:36:53,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset ,Positif
Sonic Nocturnal,SonicNocturnal,2019-11-04 09:21:25," #NowPlaying: ""A.D.I.D.a.S."" by Ro James #Spotify #Music #Song
 #NowListening to #RoJames - #AD ",Neutral
#1 Secret Lover,S3cr3t_L0v3r_01,2019-11-04 09:20:27,"#NowPlaying: ""A.D.I.D.a.S."" by Ro James #Spotify #Music #Song #NowListening to #RoJames - #ADIDaS (#A_D_I_D_a_S)",Neutral
the annexe,SneakerAnnexe,2019-11-04 09:14:54, Trying to mix style with geek. Deadpool vs Adidas What do you think  #trainers #Spezial #adidas #Deadpool ht ,Negatif
Gamatics India,Gamatics,2019-11-04 09:08:22,"Gamatics has rolled out a new fitness and reward plan, a fitness revolution program called Pledge to fitness this  ",Positif
Coyg,coygfan,2019-11-04 09:04:30," SHIRT OF THE WEEK! 1992/93-1993/94 Arsenal Away Goalkeeper Shirt: Size 40""-42""
  #Ars #Gunners ",Neutral
Top Corner Shirts,shirtstopcorner,2019-11-04 09:04:24,"SHIRT OF THE WEEK! 1992/93-1993/94 Arsenal Away Goalkeeper Shirt: Size 40""-42""
  #Ars ",Neutral
Teddy,badman_hitch,2019-11-04 08:48:43, DOTD: Black Adidas Prophere #adidas #adidasprophere #adidasOriginals ,Neutral
Henny Hory Yo Odhilé,prinzgbemi,2019-11-04 08:47:58, DOTD: Black Adidas Prophere #adidas #adidasprophere #adidasOriginals ,Neutral
Fela's Son,slimTeeIX,2019-11-04 08:47:13, DOTD: Black Adidas Prophere #adidas #adidasprophere #adidasOriginals ,Neutral
